Scheduling End,78162327053
Makespan,93010913364
Schedule Repartition Time,Repartition Begin,Repartition End,Copy Duration
12.3882,12.3895,12.3935,0.00877148
12.4103,12.4115,12.4155,0.00858874
12.4322,12.4335,12.4375,0.00862853
12.4544,12.4557,12.4598,0.00886528
12.4769,12.4782,12.4823,0.00893143
12.4994,12.5006,12.5047,0.00880583
12.5214,12.5227,12.5267,0.00859392
12.5435,12.5448,12.5488,0.00879467
12.5658,12.567,12.5711,0.00875556
12.5886,12.5899,12.5939,0.00932213
12.6107,12.612,12.616,0.00869394
12.633,12.6343,12.6383,0.00886352
12.6553,12.6566,12.6606,0.00881216
12.6776,12.6789,12.6829,0.00881786
12.6997,12.701,12.705,0.00862272
12.7218,12.723,12.727,0.00869365
12.7437,12.745,12.749,0.00867843
12.7659,12.7672,12.7712,0.00882728
12.7882,12.7895,12.7935,0.0087959
12.8104,12.8117,12.8157,0.00874978
12.8326,12.8339,12.838,0.00880948
12.8549,12.8562,12.8602,0.00882451
12.8771,12.8784,12.8825,0.00870162
12.8994,12.9007,12.9048,0.00878226
12.9218,12.923,12.9271,0.00880792
12.944,12.9453,12.9493,0.0087547
12.9662,12.9675,12.9716,0.00875703
12.9885,12.9898,12.9938,0.00880922
13.0108,13.012,13.0161,0.00875956
13.0331,13.0344,13.0385,0.00881792
13.0554,13.0567,13.0608,0.00872053
13.0777,13.079,13.083,0.00872696
13.1006,13.1019,13.106,0.00890194
13.1231,13.1243,13.1284,0.00882501
13.1454,13.1467,13.1508,0.00884603
13.1678,13.1691,13.1732,0.00882731
13.1901,13.1914,13.1954,0.00876092
13.2124,13.2137,13.2177,0.00878604
13.2346,13.2359,13.24,0.00878042
13.257,13.2582,13.2623,0.0088573
13.2793,13.2806,13.2846,0.00883012
13.3016,13.3028,13.3069,0.0087591
13.3237,13.325,13.3291,0.00869083
13.3461,13.3474,13.3515,0.00887286
13.3687,13.37,13.3741,0.00892055
13.3912,13.3925,13.3966,0.0088032
13.4136,13.4149,13.419,0.00880881
13.4361,13.4374,13.4415,0.00890457
13.4585,13.4598,13.4639,0.00880207
13.4807,13.482,13.4861,0.00867306
13.503,13.5043,13.5083,0.00873452
13.5253,13.5266,13.5306,0.00880948
13.5477,13.5489,13.553,0.00882647
13.5699,13.5712,13.5753,0.0087593
13.5926,13.5939,13.5979,0.00917505
13.6148,13.616,13.6201,0.00869453
13.6369,13.6382,13.6422,0.00881167
13.6592,13.6605,13.6645,0.00885532
13.6815,13.6827,13.6867,0.00875422
13.7036,13.7049,13.7089,0.00871108
13.7256,13.7269,13.7309,0.00868205
13.7478,13.7491,13.7531,0.00870302
13.7702,13.7715,13.7756,0.00888816
13.7927,13.794,13.798,0.00888676
13.8149,13.8162,13.8202,0.00874374
13.837,13.8382,13.8422,0.00873279
13.859,13.8602,13.8643,0.00872285
13.8811,13.8824,13.8865,0.00875997
13.9035,13.9048,13.9089,0.00883656
13.9259,13.9272,13.9312,0.00877728
13.948,13.9494,13.9533,0.00869202
13.9702,13.9714,13.9755,0.00878029
13.9923,13.9936,13.9976,0.00875428
14.0146,14.0159,14.0199,0.00883587
14.0369,14.0381,14.0422,0.00881725
14.0592,14.0605,14.0646,0.00873768
14.0815,14.0828,14.0873,0.00872687
14.1043,14.1056,14.1096,0.00883967
14.1266,14.1278,14.1319,0.00881831
14.1489,14.1501,14.1542,0.00871068
14.1709,14.1722,14.1762,0.00855559
14.1931,14.1944,14.1985,0.00888449
14.2154,14.2167,14.2208,0.00871941
14.2381,14.2394,14.2434,0.0088798
14.2604,14.2617,14.2657,0.00879434
14.2827,14.2839,14.288,0.00876441
14.3049,14.3062,14.3102,0.00879645
14.3272,14.3285,14.3326,0.00880307
14.3495,14.3508,14.3548,0.00870776
14.3717,14.373,14.3771,0.00870713
14.3939,14.3952,14.3992,0.00870162
14.4161,14.4174,14.4214,0.00871647
14.4384,14.4397,14.4437,0.00881865
14.4616,14.4628,14.4668,0.00874655
14.4836,14.4849,14.4889,0.00876626
14.5059,14.5071,14.5111,0.00877515
14.5282,14.5295,14.5336,0.00893814
14.5508,14.552,14.5561,0.00888643
14.5732,14.5745,14.5785,0.00880306
14.5957,14.597,14.601,0.00853137
14.6182,14.6195,14.6235,0.00891201
14.6406,14.6419,14.646,0.00892451
14.6629,14.6642,14.6682,0.00881291
14.6852,14.6864,14.6905,0.00877488
14.7077,14.7089,14.713,0.00885624
14.7299,14.7312,14.7352,0.00876661
14.752,14.7533,14.7574,0.00872225
14.7746,14.7759,14.78,0.008849
14.7972,14.7985,14.8025,0.0089024
14.8195,14.8208,14.8248,0.00874151
14.8415,14.8428,14.8467,0.00869028
14.8634,14.8646,14.8686,0.0086147
14.8855,14.8867,14.8908,0.00880508
14.9078,14.9091,14.9131,0.0088338
14.9357,14.937,14.9412,0.0117087
14.9581,14.9594,14.9634,0.00872113
14.9802,14.9815,14.9855,0.00867392
15.0024,15.0037,15.0077,0.00869532
